Date,OTG,DSM,OTM
2021-01-01,87.8280944824219,84.5902404785156,84.7779693603516
2021-01-02,93.9442138671875,88.0377960205078,86.3249053955078
2021-01-03,88.3168029785156,79.4031219482422,77.2577285766602
2021-01-04,90.4516525268555,79.4297180175781,77.3478164672852
2021-01-05,89.2009887695313,86.2914886474609,87.1279830932617
2021-01-06,85.4497222900391,79.1733016967774,81.934684753418
2021-01-07,90.1164474487305,84.6857452392578,84.8926010131836
2021-01-08,93.0129318237305,89.3434066772461,87.0279006958008
2021-01-09,89.6724395751953,83.3406066894531,83.2315063476563
2021-01-10,88.6385650634766,79.0345840454102,77.2818298339844
2021-01-11,79.5816345214844,73.2734527587891,71.6197280883789
2021-01-12,83.203010559082,79.1892547607422,76.3289794921875
2021-01-13,91.3216171264648,82.3930740356445,80.1473541259766
2021-01-14,85.129768371582,87.4786148071289,85.1023178100586
2021-01-15,83.7537384033203,82.3449935913086,85.5248718261719
2021-01-16,87.194580078125,86.8237686157227,88.0407257080078
2021-01-17,85.7751770019531,80.5740966796875,80.9951934814453
2021-01-18,89.3113708496094,81.3609161376953,81.0607147216797
2021-01-19,91.9976119995117,83.9784622192383,82.1926727294922
2021-01-20,86.5371780395508,82.8877944946289,84.0361633300781
2021-01-21,86.2645568847656,86.4548797607422,88.8417129516602
2021-01-22,92.5882186889648,87.9265365600586,86.8411331176758
2021-01-23,82.5384826660156,74.4745330810547,75.4033813476563
2021-01-24,73.3081207275391,64.9961471557617,62.7478981018066
2021-01-25,87.6879577636719,72.9618911743164,71.1805648803711
2021-01-26,73.181526184082,70.2197113037109,67.8067092895508
2021-01-27,75.212272644043,69.0376281738281,69.0148544311523
2021-01-28,76.6131439208984,75.1754379272461,72.8065032958984
2021-01-29,84.989128112793,80.2552719116211,77.7139282226563
2021-01-30,85.1826553344727,82.3733978271484,79.9311676025391
2021-01-31,85.7826614379883,82.5867080688477,84.3764572143555
2021-02-01,94.0125732421875,90.7201309204102,89.8857650756836
2021-02-02,77.8829727172852,69.3481063842773,68.1432266235352
2021-02-03,80.0254058837891,65.2037963867188,61.675651550293
2021-02-04,81.5444946289063,74.5146408081055,71.2454528808594
2021-02-05,89.8091354370117,82.0505294799805,80.88427734375
2021-02-06,87.6123352050781,85.4389190673828,85.9523086547852
2021-02-07,82.3522415161133,73.7537994384766,74.2375106811524
2021-02-08,82.3332061767578,73.4741516113281,70.1815948486328
2021-02-09,85.5010223388672,74.255012512207,69.4788055419922
2021-02-10,82.8833312988281,73.7161026000977,69.4038848876953
2021-02-11,80.3606491088867,71.0691833496094,67.8649444580078
2021-02-12,71.8935546875,63.3219795227051,58.9654541015625
2021-02-13,78.7914962768555,73.4740829467773,69.8110656738281
2021-02-14,88.389045715332,82.7545776367188,81.9675750732422
2021-02-15,94.3460693359375,90.4480819702149,87.34716796875
2021-02-16,85.1508712768555,81.9748992919922,82.5418930053711
2021-02-17,85.5397796630859,76.273796081543,77.5568008422852
2021-02-18,80.6507263183594,74.8980102539063,74.9919891357422
2021-02-19,83.9812774658203,77.6355438232422,78.1480865478516
2021-02-20,89.5524215698242,84.6725845336914,81.5483703613281
2021-02-21,78.5669708251953,76.0239334106445,75.3126602172852
2021-02-22,77.9601516723633,71.3718872070313,71.0082397460938
2021-02-23,80.6687088012695,77.8429489135742,75.6367645263672
2021-02-24,84.7884216308594,78.5883407592774,75.0603561401367
