Date,DVP,MWM,OTG,AXA,BNW,CAV,CIN,CNC,DSM,EBS,EST,I75,IKV,OOA,OTM,OXV,PEA,PRO,SLB
2064-01-01 12:00:00,286.33868,286.33868,286.29446,284.43256,285.14688,278.16995,285.14688,287.62686,286.97983,283.7272,286.07654,287.62686,286.97983,287.62686,287.62686,287.56802,287.56802,286.6135,278.16995
2064-01-02 12:00:00,286.81595,286.81595,286.87482,285.56375,287.05594,279.8497,287.05594,289.7557,288.99573,285.5793,286.93402,289.7557,288.99573,289.7557,289.7557,289.63324,289.63324,288.57736,279.8497
2064-01-03 12:00:00,286.22604,286.22604,286.24774,284.7517,286.30087,278.85004,286.30087,289.72623,288.61218,284.6346,286.21628,289.72623,288.61218,289.72623,289.72623,289.43106,289.43106,288.00952,278.85004
2064-01-04 12:00:00,285.72076,285.72076,285.73102,284.32312,285.80795,278.50662,285.80795,288.84863,287.87338,284.26056,285.74557,288.84863,287.87338,288.84863,288.84863,288.56458,288.56458,287.39526,278.50662
2064-01-05 12:00:00,285.91516,285.91516,285.93204,284.4249,285.59665,278.5059,285.59665,288.08026,287.39645,284.17773,285.89905,288.08026,287.39645,288.08026,288.08026,287.9497,287.9497,287.05283,278.5059
2064-01-06 12:00:00,285.78705,285.78705,285.63937,283.47882,283.92377,276.90286,283.92377,286.5499,285.8294,282.4474,285.28186,286.5499,285.8294,286.5499,286.5499,286.43015,286.43015,285.43472,276.90286
2064-01-07 12:00:00,285.40262,285.40262,285.32895,283.315,283.92352,276.8818,283.92352,286.65518,285.7885,282.46268,285.047,286.65518,285.7885,286.65518,286.65518,286.3632,286.3632,285.41608,276.8818
2064-01-08 12:00:00,282.46222,282.46222,282.24014,279.7656,279.8872,272.86768,279.8872,282.80722,281.85574,278.3696,281.7303,282.80722,281.85574,282.80722,282.80722,282.4761,282.4761,281.43353,272.86768
2064-01-09 12:00:00,281.6454,281.6454,281.47733,279.09555,279.243,272.28598,279.243,281.87274,281.0761,277.78787,281.01633,281.87274,281.0761,281.87274,281.87274,281.62244,281.62244,280.72375,272.28598
2064-01-10 12:00:00,284.50214,284.50214,284.45447,282.72067,283.78323,276.55444,283.78323,286.60608,285.74084,282.26044,284.32004,286.60608,285.74084,286.60608,286.60608,286.34274,286.34274,285.32846,276.55444
2064-01-11 12:00:00,284.2964,284.2964,284.15805,281.9222,282.14273,275.24893,282.14273,284.4513,283.7985,280.76523,283.77527,284.4513,283.7985,284.4513,284.4513,284.24252,284.24252,283.53937,275.24893
2064-01-12 12:00:00,286.87582,286.87582,286.72906,284.54858,284.93057,277.9255,284.93057,287.4284,286.69302,283.49387,286.37674,287.4284,286.69302,287.4284,287.4284,287.18323,287.18323,286.38297,277.9255
2064-01-13 12:00:00,288.6431,288.6431,288.68597,286.64655,287.39874,280.15912,287.39874,290.0407,289.4031,285.83505,288.40698,290.0407,289.4031,290.0407,290.0407,290.00677,290.00677,288.97458,280.15912
2064-01-14 12:00:00,289.37384,289.37384,289.55746,287.65933,288.3564,281.30746,288.3564,290.54,290.03503,286.94943,289.35205,290.54,290.03503,290.54,290.54,290.46814,290.46814,289.77194,281.30746
