Date,OTG,DSM,OTM
2078-01-01,285.770416259766,288.119323730469,288.807464599609
2078-01-02,285.553192138672,288.584716796875,289.623657226563
2078-01-03,289.417083740234,289.701934814453,290.463836669922
2078-01-04,288.253204345703,289.848785400391,291.200958251953
2078-01-05,281.635040283203,286.701965332031,288.595642089844
2078-01-06,280.044738769531,280.483825683594,281.191436767578
2078-01-07,278.11572265625,279.765441894531,280.949188232422
2078-01-08,279.170135498047,281.968444824219,282.777526855469
2078-01-09,283.607971191406,284.270660400391,284.2431640625
2078-01-10,283.082214355469,287.067443847656,287.355194091797
2078-01-11,282.367767333984,288.158081054688,288.222930908203
2078-01-12,283.016845703125,289.325347900391,289.932403564453
2078-01-13,282.614532470703,288.160919189453,288.829040527344
2078-01-14,283.210845947266,285.625457763672,286.219757080078
2078-01-15,283.600982666016,287.439483642578,288.846343994141
2078-01-16,280.592895507813,286.363159179688,288.420928955078
2078-01-17,284.340209960938,286.637451171875,287.179656982422
2078-01-18,287.121063232422,288.242980957031,288.447357177734
2078-01-19,286.951416015625,288.261749267578,288.966918945313
2078-01-20,288.817810058594,290.336181640625,290.799774169922
2078-01-21,289.606872558594,290.737213134766,291.128692626953
2078-01-22,288.652374267578,290.099884033203,290.645965576172
2078-01-23,290.118347167969,290.662109375,290.980926513672
2078-01-24,290.062530517578,290.3193359375,290.565551757813
2078-01-25,287.708801269531,288.72265625,289.242980957031
2078-01-26,287.836669921875,288.854858398438,289.003173828125
2078-01-27,287.548187255859,289.406646728516,289.709075927734
2078-01-28,287.269592285156,289.457885742188,289.988647460938
2078-01-29,287.722961425781,288.643707275391,288.671905517578
2078-01-30,285.778228759766,287.890777587891,288.104461669922
2078-01-31,283.902191162109,285.646759033203,286.311340332031
2078-02-01,275.732147216797,280.5966796875,282.018096923828
2078-02-02,276.212341308594,278.838562011719,280.184509277344
2078-02-03,284.722381591797,284.920043945313,285.759399414063
2078-02-04,287.467315673828,288.913787841797,289.58056640625
2078-02-05,289.206726074219,290.998321533203,291.2724609375
2078-02-06,287.893676757813,289.73095703125,290.165740966797
2078-02-07,288.133422851563,288.7919921875,288.975311279297
2078-02-08,286.276397705078,287.834838867188,287.895599365234
2078-02-09,283.137969970703,284.903747558594,285.244781494141
2078-02-10,284.760040283203,284.689208984375,284.899169921875
2078-02-11,286.593719482422,288.006774902344,287.8291015625
2078-02-12,284.843505859375,287.464447021484,287.809722900391
2078-02-13,284.765960693359,287.119873046875,287.047393798828
2078-02-14,286.78955078125,288.80810546875,288.713104248047
2078-02-15,289.185363769531,290.653839111328,290.68359375
2078-02-16,289.954284667969,291.059356689453,290.994750976563
2078-02-17,291.623229980469,292.474853515625,292.121948242188
2078-02-18,290.932250976563,291.06298828125,291.012634277344
2078-02-19,287.124298095703,289.881500244141,290.282928466797
2078-02-20,284.571166992188,286.520568847656,287.030578613281
2078-02-21,286.320587158203,290.087951660156,290.624145507813
2078-02-22,287.591766357422,291.971618652344,292.607208251953
2078-02-23,286.5478515625,290.792572021484,291.548583984375
2078-02-24,289.216186523438,292.521453857422,292.478912353516
2078-02-25,286.4052734375,288.53271484375,288.954528808594
2078-02-26,285.124237060547,287.90087890625,288.202850341797
2078-02-27,286.351104736328,290.281829833984,291.185852050781
2078-02-28,290.91455078125,293.354339599609,292.806121826172
2078-03-01,287.22119140625,289.581390380859,290.240295410156
2078-03-02,284.814361572266,288.259979248047,289.167022705078
2078-03-03,290.394378662109,294.425415039063,294.336700439453
2078-03-04,291.834991455078,294.679595947266,294.377593994141
2078-03-05,292.668640136719,293.951843261719,294.39599609375
2078-03-06,293.539855957031,294.902038574219,294.803619384766
2078-03-07,291.209747314453,296.02734375,296.250274658203
2078-03-08,294.754638671875,298.278259277344,297.653045654297
2078-03-09,295.784942626953,296.966491699219,296.701416015625
2078-03-10,294.971832275391,297.234527587891,297.014678955078
2078-03-11,290.006866455078,292.930572509766,293.363830566406
2078-03-12,288.632781982422,291.537994384766,291.967712402344
2078-03-13,289.052642822266,290.673889160156,290.115264892578
2078-03-14,289.598358154297,289.245391845703,288.852661132813
2078-03-15,291.305084228516,291.008148193359,290.189544677734
2078-03-16,291.017120361328,290.094757080078,289.68505859375
2078-03-17,289.184387207031,290.168090820313,290.229461669922
2078-03-18,290.842315673828,292.409881591797,292.476806640625
2078-03-19,292.465942382813,294.459228515625,294.115447998047
2078-03-20,294.322143554688,293.51171875,292.661804199219
2078-03-21,292.354370117188,292.513122558594,292.106018066406
2078-03-22,291.740325927734,293.670989990234,293.278289794922
2078-03-23,292.130554199219,294.5771484375,294.279144287109
2078-03-24,291.565368652344,294.951202392578,295.055084228516
2078-03-25,294.354370117188,295.829895019531,295.604278564453
2078-03-26,294.126098632813,294.041625976563,293.948577880859
2078-03-27,292.208709716797,293.438598632813,293.093322753906
2078-03-28,290.891723632813,292.737274169922,292.606872558594
2078-03-29,287.141571044922,289.063293457031,289.230407714844
2078-03-30,286.476928710938,288.166778564453,288.181671142578
2078-03-31,289.701904296875,292.766174316406,293.104797363281
2078-04-01,287.732849121094,290.184539794922,290.637603759766
2078-04-02,287.444885253906,291.255035400391,291.609313964844
2078-04-03,286.611541748047,289.584228515625,289.738342285156
2078-04-04,287.380340576172,290.112060546875,290.202087402344
2078-04-05,290.221435546875,292.647491455078,292.649108886719
2078-04-06,291.449523925781,293.989624023438,293.874877929688
2078-04-07,291.152526855469,294.496826171875,294.790618896484
2078-04-08,291.456756591797,295.618988037109,295.94677734375
2078-04-09,291.737823486328,295.317169189453,295.815521240234
2078-04-10,291.723114013672,295.875,296.211547851563
2078-04-11,293.955108642578,297.432373046875,297.4619140625
2078-04-12,299.169952392578,300.624725341797,299.721466064453
2078-04-13,296.320373535156,299.906036376953,299.043701171875
2078-04-14,290.395233154297,293.464569091797,294.281921386719
2078-04-15,291.64501953125,294.322204589844,294.686401367188
2078-04-16,292.471862792969,295.083129882813,295.615997314453
2078-04-17,294.581604003906,297.127807617188,297.182037353516
2078-04-18,293.739654541016,296.151794433594,295.376831054688
2078-04-19,294.129516601563,292.735321044922,292.330047607422
2078-04-20,290.551483154297,292.602355957031,292.322174072266
2078-04-21,288.487121582031,291.558349609375,291.375122070313
2078-04-22,288.808685302734,292.434967041016,292.420257568359
2078-04-23,289.785186767578,295.072204589844,295.326385498047
2078-04-24,293.323059082031,295.981597900391,296.118072509766
2078-04-25,295.079345703125,297.594482421875,297.29638671875
2078-04-26,292.873321533203,294.683135986328,294.891235351563
2078-04-27,293.406829833984,295.086273193359,294.952819824219
2078-04-28,293.600891113281,295.431091308594,295.256286621094
2078-04-29,295.616394042969,298.206451416016,298.129608154297
2078-04-30,295.669219970703,298.738922119141,298.494018554688
2078-05-01,295.002624511719,299.061096191406,298.500457763672
2078-05-02,293.071136474609,296.343841552734,296.628448486328
2078-05-03,292.475036621094,295.639739990234,296.189147949219
2078-05-04,295.650939941406,298.654815673828,298.81884765625
2078-05-05,302.069732666016,303.554992675781,302.491882324219
2078-05-06,302.639923095703,303.244720458984,301.812866210938
2078-05-07,293.808776855469,298.896881103516,299.515075683594
2078-05-08,292.481811523438,297.112854003906,298.083709716797
2078-05-09,295.416198730469,299.962707519531,300.178527832031
2078-05-10,292.684112548828,297.348937988281,298.125091552734
2078-05-11,292.101684570313,293.306518554688,293.996063232422
2078-05-12,292.709075927734,296.117065429688,295.733123779297
2078-05-13,290.1103515625,294.130920410156,293.878967285156
2078-05-14,293.487457275391,297.302520751953,297.262176513672
2078-05-15,295.10595703125,299.180755615234,298.694946289063
2078-05-16,299.460632324219,300.916015625,299.814544677734
2078-05-17,296.431182861328,302.741546630859,302.01025390625
2078-05-18,297.289123535156,301.728515625,302.012329101563
2078-05-19,298.760437011719,303.739105224609,303.261291503906
2078-05-20,293.168975830078,300.675415039063,301.359100341797
2078-05-21,297.167724609375,303.046417236328,302.806121826172
2078-05-22,303.133514404297,305.376739501953,303.545196533203
2078-05-23,304.299682617188,306.405700683594,304.556518554688
2078-05-24,306.764923095703,308.500610351563,306.333801269531
2078-05-25,299.204528808594,308.804107666016,307.561279296875
2078-05-26,298.487365722656,305.268585205078,304.98388671875
2078-05-27,300.985107421875,306.367767333984,305.922760009766
2078-05-28,300.388153076172,307.021362304688,306.157684326172
2078-05-29,301.501525878906,307.544342041016,306.541870117188
2078-05-30,300.586181640625,308.733581542969,307.394561767578
2078-05-31,301.224670410156,307.815032958984,306.966583251953
2078-06-01,299.030120849609,307.795379638672,307.104034423828
2078-06-02,299.538909912109,306.450164794922,305.587371826172
2078-06-03,302.168701171875,307.612030029297,306.219146728516
2078-06-04,305.260528564453,309.884826660156,308.134704589844
2078-06-05,301.121215820313,307.002349853516,305.790954589844
2078-06-06,302.443634033203,306.307495117188,305.798065185547
2078-06-07,304.136810302734,307.799285888672,306.851684570313
2078-06-08,300.16455078125,305.515594482422,305.478271484375
2078-06-09,302.135498046875,304.765655517578,304.622985839844
2078-06-10,302.365020751953,305.874755859375,305.520477294922
2078-06-11,299.820617675781,305.734588623047,305.805114746094
2078-06-12,296.447296142578,302.683532714844,303.240997314453
2078-06-13,297.383361816406,304.554412841797,304.257476806641
2078-06-14,296.358489990234,302.917358398438,303.600860595703
2078-06-15,297.113983154297,304.263397216797,304.051666259766
2078-06-16,298.072784423828,305.155639648438,303.916748046875
2078-06-17,299.785247802734,306.101715087891,305.125366210938
2078-06-18,296.031036376953,302.19580078125,303.374877929688
2078-06-19,296.789611816406,302.719421386719,303.413909912109
2078-06-20,297.443939208984,303.817321777344,304.165008544922
2078-06-21,295.270141601563,301.119995117188,301.640228271484
2078-06-22,294.599151611328,300.884857177734,301.285095214844
2078-06-23,292.203216552734,298.709869384766,298.980773925781
2078-06-24,293.350189208984,299.029693603516,299.100494384766
2078-06-25,296.652679443359,301.139587402344,301.016174316406
2078-06-26,296.903137207031,303.442962646484,303.20849609375
2078-06-27,296.214477539063,304.352386474609,304.422180175781
2078-06-28,301.619903564453,307.725830078125,306.242584228516
2078-06-29,301.796997070313,303.698181152344,303.401947021484
2078-06-30,300.324676513672,306.453796386719,305.718322753906
2078-07-01,297.195983886719,304.304992675781,305.1220703125
2078-07-02,296.773071289063,304.102630615234,304.787719726563
2078-07-03,296.548553466797,303.284057617188,303.854705810547
2078-07-04,297.469329833984,305.353240966797,305.187042236328
2078-07-05,299.409637451172,306.630432128906,305.805053710938
2078-07-06,301.280700683594,307.500244140625,306.226135253906
2078-07-07,299.778076171875,306.605316162109,305.693542480469
2078-07-08,298.86474609375,306.504669189453,306.127380371094
2078-07-09,300.354675292969,307.2294921875,306.473754882813
2078-07-10,303.363677978516,309.443908691406,307.435607910156
2078-07-11,302.730590820313,307.354156494141,305.912017822266
2078-07-12,303.898986816406,307.884704589844,306.344818115234
2078-07-13,304.282348632813,307.483642578125,306.191986083984
2078-07-14,303.683685302734,309.864074707031,308.179168701172
2078-07-15,299.568054199219,309.211517333984,307.952667236328
2078-07-16,301.905181884766,309.860595703125,308.244476318359
2078-07-17,301.197479248047,311.804962158203,310.8056640625
2078-07-18,300.477508544922,310.564605712891,310.105712890625
2078-07-19,301.649047851563,310.259033203125,310.188415527344
2078-07-20,305.120269775391,312.834075927734,312.464508056641
2078-07-21,307.295318603516,317.059509277344,314.781677246094
2078-07-22,305.296997070313,315.065185546875,315.61083984375
2078-07-23,298.054077148438,306.97900390625,307.135223388672
2078-07-24,301.470062255859,308.742034912109,308.0517578125
2078-07-25,299.156768798828,307.039520263672,306.786102294922
2078-07-26,301.057098388672,308.529357910156,307.786651611328
2078-07-27,305.68603515625,311.328552246094,309.640289306641
2078-07-28,304.670013427734,311.794891357422,309.997863769531
2078-07-29,303.216674804688,310.124237060547,309.174865722656
2078-07-30,303.981201171875,311.244323730469,310.116088867188
2078-07-31,305.493743896484,310.263366699219,309.889526367188
2078-08-01,301.708343505859,305.508605957031,305.978607177734
2078-08-02,301.315155029297,305.609771728516,306.253692626953
2078-08-03,302.513092041016,307.734161376953,307.702545166016
2078-08-04,305.530303955078,310.125183105469,309.397308349609
2078-08-05,304.034515380859,310.406402587891,309.116027832031
2078-08-06,302.83203125,308.962860107422,308.134796142578
2078-08-07,303.95556640625,309.680450439453,308.5322265625
2078-08-08,305.359741210938,307.717590332031,307.075561523438
2078-08-09,302.407653808594,306.749603271484,305.541595458984
2078-08-10,308.133728027344,311.463195800781,309.226684570313
2078-08-11,313.347595214844,313.580352783203,310.936401367188
2078-08-12,312.063354492188,315.096923828125,312.344451904297
2078-08-13,312.134552001953,316.380584716797,313.984039306641
2078-08-14,303.695953369141,312.169525146484,312.158172607422
2078-08-15,301.508544921875,306.631988525391,307.370086669922
2078-08-16,302.906036376953,307.481292724609,307.603637695313
2078-08-17,302.219360351563,307.434661865234,307.552062988281
2078-08-18,301.106903076172,306.326263427734,306.764587402344
2078-08-19,302.620574951172,307.306365966797,307.31689453125
2078-08-20,304.574737548828,308.750762939453,308.355194091797
2078-08-21,305.80126953125,309.882354736328,309.267456054688
2078-08-22,306.899871826172,310.708038330078,309.931121826172
2078-08-23,311.614501953125,311.453735351563,309.744079589844
2078-08-24,310.484008789063,310.303619384766,308.040008544922
2078-08-25,304.434356689453,309.973876953125,308.252990722656
2078-08-26,307.349822998047,310.561126708984,309.107391357422
2078-08-27,305.682891845703,311.75,310.396942138672
2078-08-28,305.710174560547,311.81005859375,310.839294433594
2078-08-29,303.959259033203,310.286895751953,309.617126464844
2078-08-30,303.88671875,310.599731445313,309.858642578125
2078-08-31,303.804779052734,310.602966308594,310.049774169922
2078-09-01,305.552917480469,311.468627929688,310.634033203125
2078-09-02,302.580413818359,310.655426025391,310.339538574219
2078-09-03,299.7578125,306.746887207031,307.909851074219
2078-09-04,300.639892578125,306.5322265625,306.350463867188
2078-09-05,304.439392089844,309.336059570313,308.120574951172
2078-09-06,302.178771972656,307.864776611328,307.815582275391
2078-09-07,303.143920898438,308.051574707031,307.948822021484
2078-09-08,305.140014648438,309.465179443359,308.725921630859
2078-09-09,305.949157714844,309.915649414063,309.0947265625
2078-09-10,305.774993896484,309.629547119141,308.694274902344
2078-09-11,307.247589111328,306.773529052734,304.823822021484
2078-09-12,307.576232910156,306.737152099609,304.98974609375
