Date,DVP,MWM,OTG,AXA,BNW,CAV,CIN,CNC,DSM,EBS,EST,I75,IKV,OOA,OTM,OXV,PEA,PRO,SLB
2084-01-01 12:00:00,282.3238,282.3238,282.48596,281.57196,283.9526,276.2573,283.9526,287.4751,286.42746,282.21198,282.742,287.4751,286.42746,287.4751,287.4751,287.33658,287.33658,285.74017,276.2573
2084-01-02 12:00:00,283.75586,283.75586,283.98297,282.5701,284.16965,276.75418,284.16965,287.3676,286.42233,282.53656,283.99127,287.3676,286.42233,287.3676,287.3676,287.2163,287.2163,285.8475,276.75418
2084-01-03 12:00:00,284.70847,284.70847,285.23618,284.09128,285.54156,278.54074,285.54156,287.36395,287.13583,284.23386,285.38028,287.36395,287.13583,287.36395,287.36395,287.5962,287.5962,286.8917,278.54074
2084-01-04 12:00:00,285.1683,285.1683,285.60638,284.4245,285.92856,278.834,285.92856,287.9754,287.643,284.5567,285.73395,287.9754,287.643,287.9754,287.9754,288.1587,288.1587,287.3404,278.834
2084-01-05 12:00:00,284.64746,284.64746,285.0802,284.04712,285.9619,278.60217,285.9619,288.65952,287.96234,284.4427,285.28424,288.65952,287.96234,288.65952,288.65952,288.6159,288.6159,287.5184,278.60217
2084-01-06 12:00:00,281.81213,281.81213,281.71002,279.72223,280.75192,273.31903,280.75192,284.34888,283.14932,279.02966,281.4389,284.34888,283.14932,284.34888,284.34888,283.9959,283.9959,282.50873,273.31903
2084-01-07 12:00:00,283.5195,283.5195,283.4807,281.53125,282.4728,275.16254,282.4728,285.562,284.67435,280.8437,283.23102,285.562,284.67435,285.562,285.562,285.41727,285.41727,284.13364,275.16254
2084-01-08 12:00:00,286.424,286.424,286.47852,284.95175,286.06842,279.00162,286.06842,288.2392,287.78403,284.67728,286.44257,288.2392,287.78403,288.2392,288.2392,288.27792,288.27792,287.48828,279.00162
2084-01-09 12:00:00,286.79446,286.79446,287.23444,286.06543,287.67664,280.46863,287.67664,289.88754,289.44012,286.25632,287.37982,289.88754,289.44012,289.88754,289.88754,289.9516,289.9516,289.12256,280.46863
2084-01-10 12:00:00,284.7192,284.7192,284.99527,284.3441,287.1472,279.26044,287.1472,290.65573,289.62115,285.36618,285.40213,290.65573,289.62115,290.65573,290.65573,290.48126,290.48126,288.95056,279.26044
2084-01-11 12:00:00,281.8965,281.8965,281.99783,280.69882,282.60886,274.96243,282.60886,285.87646,284.9558,280.88574,282.08347,285.87646,284.9558,285.87646,285.87646,285.74545,285.74545,284.35107,274.96243
2084-01-12 12:00:00,279.07297,279.07297,279.4272,278.63858,280.9998,273.4074,280.9998,283.94003,283.08136,279.40353,279.7708,283.94003,283.08136,283.94003,283.94003,283.7311,283.7311,282.61172,273.4074
