Date,OTG,DSM,OTM
1985-01-01,84.1326446533203,79.6413192749024,78.2970581054688
1985-01-02,86.6110916137695,77.5619430541992,74.5883483886719
1985-01-03,86.8455047607422,82.0306625366211,81.3366775512695
1985-01-04,91.7874069213867,93.6387023925781,92.2281494140625
1985-01-05,94.1147308349609,88.3549499511719,89.7802658081055
1985-01-06,91.2440338134766,88.866584777832,87.5874786376953
1985-01-07,89.4274826049805,80.907585144043,78.8363876342774
1985-01-08,78.065299987793,74.0188369750977,72.9861450195313
1985-01-09,74.7963180541992,68.1220092773438,67.1216354370117
1985-01-10,72.9405059814453,67.7342071533203,66.1930084228516
1985-01-11,80.9641189575195,74.2511367797852,73.2815780639649
1985-01-12,81.9479675292969,82.46923828125,79.7667388916016
1985-01-13,80.5634841918945,83.5330047607422,78.5737533569336
1985-01-14,87.7684173583984,79.287971496582,76.6290893554688
1985-01-15,87.4109802246094,84.3657913208008,81.6401138305664
1985-01-16,83.782112121582,80.1437835693359,78.877815246582
1985-01-17,88.9384460449219,85.6094512939453,86.3831481933594
1985-01-18,90.1554870605469,92.4921646118164,91.2849349975586
1985-01-19,91.4647598266602,91.9657592773438,90.4378280639648
1985-01-20,89.6483306884766,83.0892333984375,82.595703125
1985-01-21,88.309700012207,81.9149627685547,81.225715637207
1985-01-22,92.440544128418,87.4766540527344,85.3379516601563
1985-01-23,89.7175979614258,82.3340530395508,80.2188720703125
1985-01-24,81.4310531616211,73.9215927124024,72.6904373168945
1985-01-25,83.9516754150391,74.4654312133789,68.8777389526367
1985-01-26,83.308708190918,72.6118011474609,68.994499206543
1985-01-27,69.6562271118164,62.3798484802246,61.0701751708984
1985-01-28,77.1253433227539,67.9218444824219,67.6299667358398
1985-01-29,94.5149230957031,86.0404663085938,82.3163452148438
1985-01-30,93.5212707519531,88.553352355957,85.3297348022461
1985-01-31,80.4108123779297,75.1323928833008,74.1357955932617
1985-02-01,77.5472259521484,71.6108245849609,69.1089248657227
1985-02-02,85.0346450805664,78.3264923095703,75.6824569702149
1985-02-03,83.4285583496094,72.3754653930664,74.5048828125
1985-02-04,85.6120834350586,77.8280792236328,75.8434753417969
1985-02-05,91.2886276245117,77.6034851074219,77.530403137207
1985-02-06,89.5108261108399,79.3916702270508,78.0102996826172
1985-02-07,88.4301376342773,79.5954284667969,78.5023803710938
1985-02-08,87.9856948852539,80.1686706542969,79.6225891113281
1985-02-09,89.3827056884766,81.2390060424805,79.1822128295899
1985-02-10,74.5268020629883,70.0705413818359,67.6325454711914
